Unnamed: 0,dm_1,foto_1,straaling_1,temp_1,lai_1,meldug_1,lai_0,dm_2,foto_2,straaling_2,temp_2,lai_2,meldug_2,dm_3,foto_3,straaling_3,temp_3,lai_3,meldug_3,dm_4,foto_4,straaling_4,temp_4,lai_4,meldug_4,mikro_1,middel_1,mikro_2,middel_2,mikro_3,middel_3,nedboer_1,nedboer_2,nedboer_3,udbytte
333,5,4,1,1,3,1,3,0,3,2,2,1,1,1,3,0,1,2,2,54,1,1,0,0,6,0,1,0,1,1,2,0,1,1,47
334,9,5,1,2,1,5,2,37,13,2,0,7,6,62,14,1,1,5,7,27,9,0,0,2,2,1,3,3,1,1,3,1,1,2,26
335,9,5,2,1,2,5,4,12,4,0,0,1,5,15,1,1,1,1,3,25,5,1,2,0,0,2,2,0,1,1,0,1,1,1,3
336,11,5,1,1,1,0,1,11,0,0,2,1,0,4,3,2,2,2,0,25,1,0,0,0,0,0,0,1,1,2,3,0,2,0,24
337,10,6,1,3,3,2,1,37,13,0,2,7,6,26,14,0,1,5,4,27,9,0,2,2,7,1,3,1,0,1,3,1,1,1,26
338,16,1,1,2,1,1,1,17,0,0,2,1,5,18,0,0,1,1,0,33,1,2,1,0,0,0,0,3,3,0,1,0,1,2,31
339,18,11,0,1,2,0,2,3,5,2,2,2,3,6,1,1,1,1,0,16,1,1,0,0,0,2,3,0,2,1,2,1,1,1,15
340,5,4,1,1,1,1,4,14,9,2,1,1,5,7,4,1,0,2,2,2,12,0,1,0,0,2,2,0,1,2,3,0,2,0,2
341,2,1,0,2,1,3,1,0,4,0,2,1,7,1,4,1,0,2,3,1,1,0,1,0,0,1,3,0,0,1,0,2,1,1,1
342,17,10,2,1,5,6,2,4,4,2,0,5,1,33,12,2,0,4,0,28,15,1,0,2,0,2,0,3,0,1,2,0,0,1,27
343,14,8,0,0,0,4,2,7,3,2,2,2,0,29,7,0,0,1,0,53,12,0,1,0,0,0,2,1,3,2,1,2,2,2,46
344,16,4,1,1,2,4,2,7,7,3,0,2,0,45,0,0,0,1,0,50,7,0,1,0,0,0,0,3,1,3,1,0,0,1,35
345,2,1,3,1,1,2,2,5,3,2,0,1,2,18,2,1,0,1,0,10,0,1,0,0,0,2,1,1,0,3,0,2,2,2,12
346,2,1,0,1,0,7,2,22,3,0,0,2,0,5,15,0,0,1,0,16,1,1,2,0,0,2,2,1,2,1,0,2,2,1,15
347,11,5,1,3,1,1,1,15,5,0,1,1,5,2,15,1,0,1,0,22,2,2,1,0,0,1,0,3,1,1,1,0,0,2,21
348,4,3,1,2,5,5,3,36,8,0,0,5,1,33,9,0,0,2,0,48,2,1,0,0,0,2,2,0,1,3,1,1,1,2,45
349,9,5,1,3,2,1,4,1,4,0,0,1,1,18,0,1,2,1,0,33,1,0,0,0,0,3,2,0,2,0,3,2,1,0,31
350,2,0,0,1,1,5,1,18,5,0,0,1,0,25,3,1,0,1,0,33,4,0,0,0,0,2,2,1,3,3,1,1,1,1,31
351,6,2,1,0,0,4,2,27,5,2,0,2,0,0,7,0,0,1,0,16,1,1,1,0,0,2,3,0,2,0,0,1,2,0,15
352,11,4,1,1,0,7,2,14,6,2,1,4,0,0,0,0,0,3,0,22,5,1,0,0,0,2,1,3,0,1,3,2,0,2,21
353,3,10,2,1,0,4,2,12,2,0,0,4,0,7,0,1,2,0,0,22,0,2,0,0,0,3,1,2,2,1,1,0,0,2,21
354,7,1,1,1,1,4,1,19,0,0,0,1,0,10,11,0,2,1,0,3,1,2,1,0,0,3,3,0,3,3,1,0,1,1,12
355,8,6,0,0,5,2,3,10,1,0,2,5,2,33,8,1,0,4,7,43,6,0,1,0,0,2,1,1,1,2,3,1,2,0,24
356,11,6,0,1,5,6,2,16,14,2,2,7,6,48,14,0,0,5,3,19,8,1,2,2,0,0,3,3,2,2,1,0,1,0,56
357,8,3,2,1,2,5,2,19,5,0,0,2,5,2,15,0,0,1,0,13,2,1,1,0,0,1,0,2,2,3,0,1,1,1,17
358,18,11,0,1,4,4,0,22,5,2,2,4,0,55,11,0,2,3,0,69,7,0,0,1,0,3,2,0,2,1,0,0,0,1,59
359,8,6,1,1,5,2,1,19,2,2,0,5,5,31,3,1,2,2,0,43,3,1,0,0,0,3,0,1,0,0,3,0,1,0,24
360,10,3,2,1,2,7,1,11,4,0,2,2,0,8,15,1,0,0,0,6,0,0,1,0,0,3,1,1,2,0,2,0,2,2,31
361,8,6,1,1,3,2,1,4,0,2,0,6,6,28,13,0,1,4,3,70,9,0,0,2,0,0,3,0,2,1,1,0,2,1,60
362,16,4,0,3,2,3,2,8,4,0,3,2,0,29,16,3,1,1,0,31,6,0,1,0,0,3,0,1,3,1,0,2,1,1,22
363,9,5,1,1,2,0,1,14,6,2,0,2,2,21,1,0,0,1,0,5,2,0,0,0,0,0,3,1,0,2,1,0,2,0,4
364,23,13,3,1,0,3,2,9,5,0,2,4,0,63,5,1,0,0,0,23,1,0,0,0,0,2,1,2,3,3,2,2,0,1,35
365,0,0,3,1,3,8,3,18,4,2,2,3,0,0,15,3,0,2,3,32,0,1,0,0,0,2,0,1,1,2,0,1,2,2,0
366,7,1,1,1,2,1,4,27,9,2,0,2,0,3,1,1,0,1,0,5,1,2,2,0,0,2,0,0,0,0,3,1,2,0,4
367,1,0,0,1,1,4,1,15,0,0,2,1,0,10,15,0,0,1,0,10,4,1,0,0,0,0,1,2,2,3,0,0,1,1,12
368,17,7,1,3,6,6,0,34,10,0,0,6,2,53,12,0,0,4,2,17,9,0,2,2,0,3,0,1,0,1,3,0,2,2,16
369,11,5,1,2,1,4,1,6,3,2,0,1,0,25,1,0,0,1,0,5,4,0,1,0,0,1,0,3,3,1,0,2,0,0,4
370,21,16,1,2,7,6,2,31,13,2,0,7,0,26,18,1,0,5,0,27,9,1,0,2,0,0,0,0,3,1,1,0,2,1,26
371,8,6,1,1,3,5,3,12,0,2,3,3,1,12,3,1,1,2,0,25,5,1,1,0,0,2,2,2,2,0,3,1,0,0,24
372,4,3,1,2,5,3,3,32,1,0,0,5,0,51,17,0,1,4,0,67,9,2,0,2,0,2,1,2,1,0,2,2,0,2,28
373,5,5,1,1,2,3,2,2,3,2,0,2,5,10,7,1,0,1,0,33,2,1,1,0,0,1,0,3,0,3,2,1,0,1,21
374,2,1,0,0,3,8,3,18,5,2,0,3,0,20,4,1,0,2,0,54,5,1,0,0,1,0,1,3,3,0,2,0,0,0,47
375,3,3,2,2,4,7,0,12,2,0,2,0,2,8,15,1,0,6,0,3,6,1,1,1,0,1,3,2,3,2,2,0,0,0,2
376,11,5,0,2,1,7,1,19,4,0,2,3,0,1,1,1,2,2,0,43,3,1,2,0,0,2,1,1,0,3,0,2,2,1,37
377,11,5,1,1,1,2,2,15,5,2,0,3,3,15,4,1,0,2,6,54,1,0,2,0,0,1,1,2,1,2,3,2,0,0,47
378,11,5,1,1,1,2,4,6,3,2,0,1,0,6,5,0,0,1,0,7,4,0,0,0,0,0,1,1,2,0,3,0,2,2,6
379,3,10,2,1,2,0,4,8,3,3,0,2,5,25,7,1,2,1,1,22,4,1,1,0,0,1,1,1,1,0,0,1,2,0,21
380,1,0,3,2,2,3,2,19,8,1,2,2,0,31,2,2,0,1,0,8,5,0,0,0,0,0,2,0,1,2,1,0,1,2,7
381,1,2,0,2,4,3,2,27,3,2,0,4,0,9,10,0,2,0,0,69,6,0,0,1,0,2,0,0,0,3,0,2,1,1,59
382,2,1,1,1,1,1,4,15,4,0,3,3,5,21,0,3,0,2,5,29,0,0,2,0,5,3,2,1,1,0,1,0,2,0,9
383,0,2,0,1,0,3,2,23,9,2,1,4,0,45,15,1,0,0,0,53,0,0,1,0,0,2,0,0,1,2,0,2,1,0,46
384,3,10,2,1,3,2,4,10,8,1,3,3,5,64,9,1,1,2,0,63,4,0,0,0,0,0,1,1,0,0,2,0,2,2,53
385,1,2,3,2,2,0,2,2,2,0,0,2,0,6,11,0,2,0,0,16,4,1,1,0,0,0,2,2,0,3,2,0,0,1,15
386,11,5,1,1,2,2,0,15,5,2,2,1,5,7,7,2,2,1,0,10,12,1,0,0,0,2,1,0,3,2,2,1,1,0,12
387,13,7,1,0,6,6,1,16,10,0,0,6,4,53,12,1,2,4,0,41,15,0,1,2,0,0,1,3,0,2,1,2,0,2,38
388,8,6,1,2,2,7,1,8,3,2,2,2,0,3,0,0,0,1,0,6,5,1,2,0,2,2,1,3,0,1,2,1,0,1,5
389,18,11,3,2,2,0,4,9,3,2,2,2,1,45,15,1,2,1,3,32,5,2,1,0,0,1,1,0,1,1,1,1,2,1,0
390,5,4,1,1,1,0,4,14,9,3,2,1,1,6,0,1,0,1,0,32,0,1,0,0,0,1,1,1,0,2,0,2,1,0,0
391,23,8,3,1,0,3,2,38,16,3,0,4,1,65,15,1,2,0,0,69,4,0,1,0,0,0,3,1,2,0,1,0,2,2,59
392,2,1,1,2,2,5,2,18,5,2,0,4,1,0,0,0,0,0,0,29,4,0,2,0,0,3,2,1,2,2,1,2,0,0,9
393,2,0,1,0,0,0,2,18,3,2,0,2,0,5,11,1,0,0,0,32,2,1,1,0,0,0,1,1,0,1,1,0,2,1,0
394,7,1,0,1,2,5,2,18,3,2,3,2,5,29,11,0,2,1,0,0,1,2,0,0,0,1,2,2,0,3,3,1,0,1,0
395,11,6,1,3,2,0,4,25,1,1,0,1,2,36,3,0,0,2,0,18,0,0,1,0,0,1,1,1,3,0,3,1,2,0,18
396,5,4,1,1,2,3,2,14,9,2,1,2,0,45,5,0,0,1,0,31,6,2,0,0,1,2,1,0,1,1,2,1,1,2,22
397,16,4,0,0,3,6,2,2,3,2,1,3,1,13,0,0,2,2,0,32,4,0,2,0,0,2,0,0,3,3,2,1,2,1,0
398,1,0,3,3,2,5,2,23,6,2,1,4,2,38,0,0,2,0,0,31,0,0,0,0,0,1,1,0,2,2,0,2,2,0,29
399,2,0,0,1,0,0,2,18,5,2,0,4,0,66,22,0,0,0,0,71,17,2,0,1,0,0,1,3,3,2,3,0,0,2,61
400,8,3,2,1,1,1,4,19,5,2,0,3,0,18,15,0,2,2,0,38,9,2,1,2,0,0,2,0,0,0,1,0,1,2,14
401,12,11,0,0,1,0,4,14,2,0,2,1,0,21,2,0,0,1,0,5,4,0,0,0,0,2,2,3,2,0,1,2,0,2,4
402,6,0,0,1,0,4,2,18,4,0,2,2,0,17,7,1,1,1,0,16,4,0,0,0,0,3,1,1,0,1,0,0,2,2,15
403,5,4,1,1,0,4,2,8,4,0,3,2,0,21,15,1,0,0,0,0,6,0,1,0,0,1,0,2,2,2,0,1,0,2,30
404,5,4,0,3,2,1,2,12,0,0,2,1,0,7,15,0,2,1,0,5,12,0,2,0,0,0,0,0,2,3,0,0,0,0,4
405,16,4,0,1,1,4,4,15,2,0,0,1,0,2,7,1,2,1,0,22,1,1,1,0,0,1,1,1,2,1,0,1,2,2,21
406,6,0,0,0,0,1,2,22,9,2,3,0,0,60,6,3,0,3,0,72,6,1,2,1,0,2,0,2,2,3,1,1,0,1,62
407,3,3,2,1,2,2,0,2,6,2,0,2,3,46,10,0,0,0,0,32,5,1,1,0,0,0,1,0,0,3,0,0,2,1,0
408,6,0,0,1,1,3,1,2,2,2,0,1,0,3,15,1,0,1,0,34,6,2,1,0,1,0,2,3,1,0,2,0,1,0,39
409,1,2,0,1,2,7,4,2,2,2,3,2,0,10,7,2,0,1,0,3,1,0,0,0,0,0,2,1,2,0,3,0,1,2,12
410,1,0,0,1,2,8,2,14,5,2,3,2,0,45,11,0,2,0,0,34,0,3,1,0,0,0,1,2,3,3,2,0,0,2,39
411,8,6,1,2,1,8,1,19,3,2,0,3,0,31,2,0,0,2,0,38,10,1,1,2,0,2,1,3,0,0,1,1,1,2,14
412,16,4,0,1,1,4,1,0,2,2,2,1,0,31,3,1,1,1,0,21,4,1,2,0,0,0,3,1,3,1,1,0,2,2,17
413,16,4,1,1,1,3,1,15,5,0,0,1,2,10,0,0,0,1,0,5,2,0,0,0,0,2,3,0,0,0,0,1,1,2,4
414,11,5,1,1,3,2,2,2,3,2,2,1,1,21,15,1,0,1,0,33,5,1,2,0,0,2,2,1,2,3,2,1,2,1,31
415,11,5,1,1,2,8,2,14,9,2,0,2,0,6,15,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,1,1,0,0,30
416,4,3,2,1,3,5,3,10,0,0,0,5,8,52,8,3,2,4,3,35,11,0,2,2,5,0,3,1,2,0,2,0,1,0,36
417,2,1,0,1,1,5,4,8,0,0,0,1,5,20,1,1,2,1,0,7,7,2,1,0,0,1,0,0,2,3,1,0,2,1,6
418,0,11,0,3,4,3,0,39,16,2,1,0,5,11,16,0,1,3,2,71,12,1,2,1,0,1,0,3,1,0,1,1,1,0,61
419,1,2,0,1,2,5,2,40,7,2,1,2,1,47,15,0,0,0,0,34,5,1,1,0,0,1,0,0,0,2,1,0,1,0,39
420,21,12,2,1,7,6,1,31,13,0,0,7,6,62,18,0,0,5,6,27,9,0,1,2,3,1,3,2,0,1,2,1,1,1,26
421,3,3,0,1,6,6,4,36,8,2,0,6,5,42,14,1,0,5,0,19,11,0,1,2,0,0,0,0,2,1,2,0,2,2,56
422,9,5,0,3,3,2,2,13,13,1,0,7,6,61,19,0,0,5,6,20,9,1,0,2,0,3,3,3,0,2,1,0,0,0,20
423,10,6,1,2,2,3,4,2,6,2,0,2,1,6,0,1,0,0,2,7,1,1,2,0,0,2,3,1,1,0,0,2,2,0,6
424,1,0,0,1,2,1,2,5,5,0,0,2,1,5,15,1,2,0,0,53,12,2,2,0,0,0,2,0,2,3,1,0,1,1,46
425,9,6,1,0,5,2,3,4,8,2,3,5,5,14,9,1,2,4,0,28,8,0,2,2,0,0,0,1,0,1,1,0,1,1,27
426,8,6,1,2,3,5,3,1,4,2,0,3,0,15,2,1,2,1,0,21,4,1,0,0,0,1,0,0,1,0,1,2,2,2,17
427,5,4,1,1,2,5,2,2,3,2,1,3,8,7,3,2,2,2,3,54,5,0,1,0,0,3,3,3,3,2,1,2,0,0,47
428,1,0,1,1,0,0,2,23,6,3,3,4,0,45,0,1,2,0,0,23,6,2,1,0,0,0,2,1,2,1,1,0,1,0,35
429,16,4,1,1,3,2,1,19,4,2,0,3,0,12,4,1,2,2,0,18,4,2,2,0,0,0,0,1,0,3,3,0,1,1,18
430,2,1,1,1,0,7,4,0,4,0,0,4,1,45,16,0,2,0,0,0,1,1,0,0,0,2,3,0,2,2,2,1,2,0,30
431,7,1,0,1,3,2,2,17,0,0,0,3,1,36,4,1,0,2,0,43,4,2,1,0,0,1,2,0,2,0,0,1,2,2,37
432,0,0,0,1,3,8,3,3,3,2,0,1,0,47,11,0,1,1,0,37,1,1,1,0,0,2,2,0,2,1,2,1,1,2,29
433,5,4,2,0,0,4,2,19,4,0,2,2,0,3,11,1,0,0,0,10,4,1,2,0,0,2,1,1,2,1,1,0,1,2,9
434,9,6,0,1,5,5,3,24,8,0,0,5,0,33,8,1,0,4,0,38,0,0,1,0,0,0,0,3,3,2,0,0,0,0,14
435,10,6,1,1,1,2,2,12,4,0,0,1,1,15,1,0,2,2,0,8,1,1,1,0,0,0,1,0,0,1,2,0,2,2,7
436,2,1,0,1,1,2,2,8,4,0,0,3,7,41,3,1,0,2,6,51,5,1,0,0,1,2,3,0,1,0,1,1,2,0,40
437,5,4,1,1,2,5,2,18,3,2,1,2,1,20,3,1,1,1,0,6,1,1,0,0,0,0,1,2,0,0,0,0,1,0,5
438,17,10,1,3,5,6,2,28,1,2,3,6,7,52,4,0,2,4,2,41,11,1,2,2,0,1,2,1,2,3,3,2,2,1,38
439,9,6,1,3,2,0,4,19,2,2,2,1,1,2,15,0,2,1,3,3,0,1,2,0,5,1,1,3,1,1,2,1,0,1,12
440,2,0,0,3,2,7,4,7,7,3,0,2,0,46,15,0,0,1,0,26,0,0,0,0,0,3,1,0,1,3,2,0,2,2,46
441,16,4,1,1,2,0,4,19,4,0,0,2,5,7,7,2,0,0,0,18,5,1,0,0,0,2,0,3,2,3,0,1,1,1,18
442,17,10,0,3,6,2,3,41,15,2,0,7,6,56,21,1,0,5,0,24,9,1,1,2,0,1,3,0,2,0,0,1,2,0,23
443,10,3,1,1,1,7,1,4,0,0,0,1,0,1,15,0,0,1,0,54,4,2,0,0,0,1,2,0,3,2,1,1,2,2,47
444,10,3,1,1,3,0,3,8,5,0,1,3,0,15,3,1,2,2,0,56,9,0,2,2,0,3,0,0,3,0,2,0,2,0,48
445,9,5,0,1,3,4,1,12,4,0,0,3,0,12,2,1,1,2,0,21,12,0,0,0,0,2,0,0,2,0,0,1,1,0,17
446,9,5,1,1,1,5,4,1,4,0,3,1,5,15,1,0,0,1,0,21,4,0,2,0,0,0,2,2,3,0,1,0,0,2,17
447,10,3,2,1,0,7,0,19,5,2,1,4,0,25,7,1,0,0,0,13,1,1,2,0,0,1,1,0,0,2,0,0,2,0,17
448,7,1,0,2,3,2,2,12,1,0,2,6,6,67,23,1,1,5,3,17,9,0,1,2,0,3,3,1,2,1,1,0,2,1,16
449,7,4,1,1,2,5,0,19,0,2,2,5,6,32,8,2,2,4,8,56,15,1,0,2,6,3,3,1,1,3,1,2,1,2,48
450,9,5,2,1,1,8,1,19,5,2,2,1,4,8,7,1,1,1,6,21,1,1,2,0,7,3,3,2,1,1,2,0,0,2,47
451,5,5,1,1,2,4,2,7,16,3,0,2,0,55,0,0,0,1,0,37,0,2,0,0,0,1,1,0,0,0,3,1,0,2,29
452,1,0,3,1,0,7,4,18,2,0,3,4,0,45,11,0,2,0,0,34,4,1,0,0,0,2,3,3,0,1,1,2,0,1,39
453,6,0,1,1,1,2,4,15,0,0,2,1,2,25,1,0,1,2,0,33,4,0,2,0,0,0,1,0,2,1,2,0,2,1,21
454,8,6,2,1,0,7,2,15,3,2,2,0,0,13,16,3,0,3,0,73,17,2,0,1,0,1,1,0,0,2,1,2,2,2,59
455,5,5,1,1,1,7,1,0,2,2,2,1,0,47,22,3,2,1,0,34,2,0,1,0,2,3,1,0,3,1,2,0,2,2,39
456,16,4,0,1,5,6,2,17,8,0,0,5,1,32,8,0,1,4,0,74,9,1,1,2,0,2,2,0,3,1,3,1,2,1,63
457,6,0,0,1,2,3,2,27,5,0,2,2,0,5,0,0,0,0,0,10,3,1,0,0,0,1,0,0,2,1,0,1,0,2,12
458,5,4,1,1,0,0,2,14,9,2,0,2,7,13,0,1,2,1,5,2,5,0,2,0,0,3,3,2,3,2,3,0,0,2,4
459,0,2,1,1,4,7,2,27,5,0,2,0,0,5,0,0,2,3,0,47,12,0,2,1,0,2,1,3,0,2,1,2,0,0,44
460,16,1,0,3,0,4,2,6,5,0,2,4,0,25,1,1,0,0,0,6,4,1,0,0,0,3,1,1,1,1,0,0,2,1,5
461,11,5,1,0,4,8,0,17,4,0,0,4,0,7,15,0,0,0,0,6,1,0,0,0,0,2,0,1,0,1,0,1,2,1,5
462,5,4,1,1,0,8,2,19,4,0,0,0,1,18,15,1,1,3,0,10,0,1,1,1,0,0,3,2,2,0,2,0,0,0,12
463,5,4,0,3,2,7,2,0,5,2,3,2,4,7,1,0,1,1,7,13,2,0,2,0,6,1,3,2,1,1,3,1,0,1,5
464,11,5,1,1,0,1,2,27,6,2,0,4,1,29,0,0,0,0,0,32,1,0,1,0,0,2,2,1,0,0,3,2,1,0,0
465,3,3,1,1,3,3,3,4,0,2,2,5,7,14,9,0,1,4,4,14,15,0,1,2,2,1,3,1,1,1,3,1,0,1,13
466,2,1,1,2,4,8,2,8,4,0,0,4,0,18,15,0,0,0,0,21,2,1,1,0,0,0,0,0,2,2,2,0,1,0,17
467,9,6,1,3,1,5,1,19,2,0,0,1,1,25,15,0,0,1,0,21,2,1,2,0,0,1,0,0,2,2,2,1,2,0,17
468,11,5,1,1,3,7,3,17,4,0,2,3,0,41,3,0,1,2,0,1,4,0,1,0,0,0,2,0,1,0,1,0,2,0,1
469,11,4,0,1,3,3,1,1,4,0,0,3,0,41,2,3,0,2,0,3,16,0,1,0,0,0,2,0,0,0,2,0,2,0,12
470,8,6,1,2,3,8,3,19,5,2,0,3,0,7,7,1,1,1,0,21,1,1,0,0,0,1,0,3,2,1,1,1,1,1,17
471,1,0,1,1,4,0,0,33,7,2,0,0,5,63,10,0,0,3,0,75,7,0,1,1,0,0,1,1,2,3,0,0,2,2,58
472,14,8,3,1,2,4,4,14,0,0,3,1,0,0,15,1,2,1,0,16,4,1,0,0,0,0,2,1,3,1,0,0,2,2,15
473,21,12,3,0,7,6,2,31,13,3,3,7,1,34,14,1,0,5,0,24,8,0,0,2,0,2,2,2,0,2,0,1,1,0,23
474,7,1,1,0,3,2,4,17,8,0,0,5,8,36,9,2,1,2,5,38,5,1,0,0,1,2,3,2,0,1,3,1,0,2,14
475,5,4,1,1,0,3,2,12,0,0,0,2,3,4,3,1,0,1,0,4,1,0,0,0,0,2,3,0,3,3,0,2,1,1,7
476,10,3,2,1,1,3,1,6,9,2,0,1,0,8,3,1,1,2,0,22,12,0,0,0,0,0,1,0,3,0,1,0,1,2,21
477,3,3,2,2,2,1,4,15,9,2,2,2,3,18,7,1,2,0,0,22,1,1,1,0,0,2,3,0,3,2,1,2,2,2,21
478,20,9,2,2,5,2,1,10,4,2,1,5,0,33,17,1,0,4,0,76,11,0,2,2,0,2,0,3,3,2,3,1,0,0,64
479,3,6,1,3,2,0,4,19,5,2,2,2,5,25,15,2,2,0,0,6,1,0,2,0,0,3,1,0,2,0,1,2,2,0,5
480,16,4,1,0,1,3,1,12,0,0,2,2,0,31,1,0,2,1,0,13,4,0,0,0,0,2,0,0,1,2,3,1,2,0,17
481,8,6,1,1,3,6,4,25,8,0,2,3,1,4,2,1,2,2,0,4,4,2,1,0,0,2,1,1,2,1,1,1,1,2,7
482,3,3,1,1,5,6,2,24,8,0,0,5,1,51,19,1,0,4,0,30,9,0,2,2,0,2,2,0,0,2,1,1,2,2,65
483,8,6,1,3,1,1,1,15,9,2,0,1,5,3,0,3,1,1,0,13,5,1,0,0,0,1,2,1,0,1,0,1,2,1,17
484,6,0,0,1,2,0,2,14,5,2,3,2,5,46,5,0,0,1,0,47,0,0,0,0,0,0,0,1,2,0,3,0,2,0,44
485,1,0,1,0,0,7,2,27,3,2,1,2,5,3,2,1,2,1,0,32,12,0,0,0,0,0,3,3,2,0,0,0,0,0,0
486,5,4,1,2,0,3,0,22,6,2,1,2,0,5,7,0,1,0,0,7,2,1,1,0,0,3,1,0,2,0,0,0,1,0,6
487,7,1,0,3,2,7,1,1,8,1,0,4,3,1,7,1,1,1,7,18,2,0,1,0,5,3,3,0,1,1,1,2,2,1,18
488,7,1,1,1,0,0,4,17,8,1,3,4,0,0,10,0,0,0,0,42,12,0,1,0,0,0,1,1,1,3,2,0,1,2,39
489,16,4,0,1,0,4,4,15,2,0,1,2,0,3,0,0,1,1,0,3,4,1,1,0,0,1,2,0,2,0,2,1,0,0,12
490,5,4,1,1,4,0,0,5,9,2,3,4,3,17,1,1,1,0,0,10,1,1,1,0,0,1,3,1,2,0,0,1,1,0,12
491,3,6,1,2,3,6,2,4,4,2,0,5,4,39,9,1,0,4,3,76,9,0,1,2,0,3,1,3,3,2,3,0,0,0,64
492,11,5,0,2,1,0,4,2,3,2,1,3,7,25,1,0,0,2,1,5,4,1,0,0,0,2,3,0,0,3,3,0,2,1,4
493,16,4,0,1,3,7,3,1,8,0,3,3,0,31,2,2,1,2,0,4,5,1,0,0,0,0,1,1,0,0,0,0,1,2,7
494,16,1,1,1,2,1,2,0,5,0,0,2,2,25,1,1,1,1,6,2,4,0,1,0,8,3,1,1,1,1,2,0,1,2,2
495,7,1,0,1,0,1,2,5,9,2,2,0,3,3,7,2,0,6,3,32,12,0,0,1,0,2,3,1,0,0,0,1,1,0,0
496,3,3,1,1,3,1,3,24,0,0,2,3,0,31,15,1,2,1,0,43,3,1,0,0,0,2,0,2,3,1,3,2,1,1,37
497,9,6,0,1,5,6,0,36,11,2,2,6,6,22,24,2,0,5,8,57,10,0,0,2,5,3,3,0,1,1,1,2,1,2,50
498,1,0,0,1,2,8,4,27,3,3,2,2,0,47,5,1,2,0,0,53,1,1,2,0,0,0,0,1,3,3,0,0,2,2,46
499,9,6,1,2,4,4,2,14,6,2,1,4,0,0,0,0,1,0,0,34,6,0,1,1,0,3,3,0,0,0,3,0,2,0,25
500,5,4,0,1,3,0,1,1,0,2,0,3,3,4,4,0,1,2,3,18,0,0,0,0,0,2,3,0,0,1,3,1,1,2,18
