属性列名,相关性
0,0.10607715312530762
1,-0.042763017245926384
2,0.041351671220833046
3,0.09509583841068223
4,-0.005786585551284139
5,0.033243654884015844
6,0.0737513970874925
7,-0.04164151044015993
10,-0.03959145642080724
11,0.03980191335855122
12,-0.062207948154496796
16,0.024601486881035473
17,0.04963391127090308
20,-0.0748918658807389
21,-0.27340105546244764
22,-0.18502693419813304
23,0.0645480829337144
24,-0.15143813439571824
25,-0.2358181870687261
26,-0.17389444886680913
27,0.02168896850425336
28,-0.10834199120542866
29,-0.24715011023921704
30,-0.21245076600295607
31,0.03181692572909188
32,-0.18256363282645516
33,-0.008899423496329502
34,-0.041657187078538854
35,0.0003132050329088721
36,0.01857993752958088
37,-0.0016569222891762538
38,-0.006856300037848081
39,0.03839287634399454
40,-0.0042990296136118395
41,-0.03948934122273538
42,-0.03948934122273538
44,-0.03948934122273534
45,-0.002713484593140259
46,0.0027996670667826944
47,0.006598612136266423
48,-0.025307782019356757
50,-0.14921285121873962
51,-0.09852264892212814
52,0.010894446938588029
53,-0.042394117505005914
54,-0.08199172057807914
55,-0.09289176219306224
56,0.035731141564936376
57,-0.09403024017771841
58,-0.18887941535581074
59,-0.42471571327059454
60,0.04959235679379028
61,-0.0041146529237473615
63,-0.022288114379103458
64,-0.06038445108346407
65,-0.06430309047312005
66,0.017478674637037044
67,-0.04429478917371568
68,-0.03632151288194609
69,-0.04868772606434931
70,-0.0568709471706997
71,-0.1009859999774381
72,-0.10101613825978552
73,0.14377041352808526
74,-0.07059250866667816
75,0.025402881254508992
77,0.025385150830434966
78,0.09170661090989621
79,0.0021157702002197794
80,0.0863348188419585
81,0.08387417535558844
82,0.08264489169681558
83,0.05979737660568851
84,-0.022130933895100877
85,0.019374313849374422
86,-0.011043091517529904
87,-0.02722433953914943
88,-0.049686937473995746
89,-0.05608946894032299
90,-0.05762309938977483
91,-0.06003620877758134
92,-0.07265633311966589
93,-0.003997823064302372
94,0.02077339331029007
95,-0.03752069610417744
96,0.06472253699028951
97,0.05440594940746136
98,-0.003517481257680413
99,0.05431013903077795
100,-0.02478903098845545
101,-0.01577369570044706
102,0.01437080944608734
103,-0.003987449324795389
104,-0.009181246955638576
105,-0.08263789237071321
106,-0.03864590567555899
107,0.0035318410833300603
108,0.0343788811399839
109,0.014126263754794938
110,0.06834976425650702
111,0.05649692574291581
112,-0.01865881219687416
113,0.11771000858021793
114,0.001139056757547542
115,-0.025402010989214085
116,-0.04547624883667103
118,-0.08757470341645807
119,-0.1196863072956697
120,0.04547624883667112
121,-0.0016202524886450634
122,-0.038273841207856346
123,0.0006389323805126915
124,0.0028493802006440516
125,0.03337874686654475
126,0.021692139495334554
127,0.036437807370413
128,0.03918703540475137
130,0.04478808640108738
131,-0.02521128744635235
133,-0.0025231258939004872
134,0.06507901235299467
135,-0.11134600196456931
136,0.04989279643834432
137,-0.06264626368055123
138,0.029227647031908048
139,-0.023802994379762177
140,-0.05590733316589637
141,-0.00688300412827097
142,-0.10951075219695867
143,-0.12426243527717065
144,-0.1101043338547699
145,-0.10693794265979069
146,-0.12335509805369707
147,-0.10454280495413894
148,-0.11954628747760077
149,-0.08214806625775825
150,-0.11535746090652206
151,-0.10176423335589829
152,-0.08820563307237002
153,-0.09421519379653813
154,-0.11109555166439636
155,-0.11558316126177268
156,-0.09772509836815593
157,-0.1119510615096299
158,-0.09527834512008794
159,-0.07683555832924631
160,-0.061826760055083446
161,-0.09916355428248519
162,-0.128159351125645
163,-0.11194874393410187
164,-0.0655541277745727
165,-0.08844118336898563
166,-0.08089580285761525
167,0.10681488722234206
168,0.06768535430370178
169,-0.08885627697807401
170,-0.1399000710523882
171,-0.11555144380069306
172,-0.14070361017540417
173,-0.11403350040894979
174,-0.05788863526714265
175,-0.04748099751799401
176,-0.11039399446757346
177,-0.026359757695145713
178,-0.06641483912877522
179,-0.024019174327983638
180,-0.06430379934719277
181,-0.040923024074254404
182,-0.0010425033881463206
183,0.029343462212662163
185,-0.08204651456807961
186,-0.08237988344537493
187,0.01946960994048739
188,-0.07313650401036396
189,-0.07819033701150371
190,-0.0779164423571232
191,-0.0028065093050303326
192,-0.06711747406018315
193,-0.07435928133912086
194,-0.07287534124800744
195,0.01523535601542008
196,-0.08158818371555139
198,-0.12882736564931255
199,-0.0841958895304026
200,-0.0220108933592559
201,-0.008408050735769546
202,-0.011990108200883243
203,-0.1322979748378893
204,-0.09890453313541653
205,-0.10756877122964428
206,-0.057242110471424204
207,-0.11376637385494422
208,-0.12059280558475494
209,-0.06194619900613693
210,-0.09034613166820599
211,-0.0538016445015329
212,-0.03588881489043325
213,0.007520307423869663
214,-0.03177672140492452
215,0.014184231433720756
216,-0.0515302995739055
217,-0.043248339084291695
218,-0.09659513961271735
219,-0.10355546772466233
220,-0.08259202278966503
221,-0.10896363493247034
222,-0.10548979346789959
223,-0.07384126337779995
224,-0.0889896134141503
225,-0.1029513729779431
226,-0.08723524332566096
227,-0.09922855226948979
228,-0.027878202413728667
229,-0.011128397873801031
230,0.08330354349916716
231,-0.0055271720211489735
232,-0.012953365731110502
233,0.06883112989524863
234,-0.02019467914217252
235,-0.015720615655576916
236,-0.005680622826553984
237,0.0668440691083386
238,0.06146173578628162
239,0.04280581364284495
240,0.005975386758680938
241,0.049963304035461904
242,-0.04247091478179241
243,-0.032617016275219984
244,-0.011155849522125777
245,0.022582644334805665
246,0.025393350093888
247,-0.031479307877297406
248,0.05023094693071949
249,-0.0046620076615990465
250,0.047846842318909406
251,0.02922908131960426
252,-0.028176107838211364
253,-0.014584543944151249
254,0.0562560572453939
255,-0.04223533795912119
256,-0.05533029458435938
257,0.07004525525188297
258,-0.07035822901876349
259,-0.029945697611802272
260,-0.03763423493523188
261,0.0035669994393620454
262,-0.033196475013253464
263,-0.060911725802415224
264,-0.1267479983492159
265,-0.11126548874524698
266,0.003990348015190607
267,0.07227384783804384
268,-0.03907222643108395
269,0.07756663014695268
270,-0.06618159870231632
271,-0.07463511007528056
272,-0.016019198884312733
273,0.10407900582262866
274,0.05204550400889056
275,0.006371551094992967
276,-0.06014866860570068
277,-0.078518489625
278,-0.06452736047249158
279,0.023247350301147957
280,0.005259820269247298
281,0.08007311084653662
282,-0.05930273263336015
283,-0.037594221181170645
284,0.07983293187041837
285,0.06200751731211799
286,0.022921951089687326
287,0.03966342359803168
288,-0.09379266130727999
289,-0.12511552495746506
290,0.11900884882494221
291,-0.07818668658598577
292,-0.06860342835539393
293,0.019059980762272583
294,-0.05485390461254478
295,-0.02852067969920548
296,-0.06961308839363174
297,-0.015509892998562085
298,0.03245897176078228
299,-0.016581600700734715
300,-0.10628192567527894
301,-0.12195686359080563
302,-0.020210000559558076
303,0.0060035114322055634
304,-0.0610533523212119
305,0.04794090237962501
306,-0.0589693879130134
307,0.019411266359459202
308,-0.00690538698328831
309,0.021745332894410503
310,0.04882690962454947
311,-0.008237196440402822
312,-0.11459746458412624
313,-0.11211098787556463
314,-0.019093640518059972
315,0.04397595787001287
316,-0.04101922238816661
317,0.042450422033160684
318,-0.041622064422036455
319,-0.05472667163874716
320,-0.0013309655706949773
321,0.07334410786559833
322,-0.02234445462154479
323,0.05213183057602917
324,-0.07713545353262383
325,-0.08813723758157964
326,0.044523923564596744
327,-0.023954929482488896
328,-0.019288697509409064
329,0.037017804239664026
330,-0.02660854798974014
331,0.005905484988151687
332,-0.09494738483500445
333,0.03701446668064866
334,-0.06456025890633968
335,0.05216986682631156
336,-0.07594341720545834
337,-0.08865923955548558
338,-0.008439871949508352
339,0.02946231914896266
340,-0.053704754314145293
341,0.04612428403808584
342,-0.03373267080862879
343,-0.012765633339133728
344,-0.012828236762716345
345,-0.018716315573786054
346,0.021056138727367175
347,-0.006514135937845379
348,-0.08394292829901627
349,-0.08180220138537043
350,0.06447669741691191
351,-0.013782488909639916
352,-0.04599171366296749
353,0.061926547642219845
354,-0.03479791633929788
355,-0.043862447907875704
356,0.0980618392252695
357,-0.008768116267035176
358,0.024797797588654632
359,0.050122719862349646
360,-0.06799341863603606
361,-0.06866196912115118
362,-0.049637988645451096
363,-0.028265683525604723
364,-0.04942283620606397
365,0.0706421680551622
366,-0.04100583984582012
367,-0.04085424914193566
368,-0.02221704256438374
369,0.043337314734428985
370,0.09999165174660364
371,-0.006978978920839242
372,-0.08739097358629758
373,-0.0934252567737946
374,-0.02970005204654902
375,-0.025001919738987428
376,-0.05781258921006658
377,0.07993584793819206
378,-0.08348482098395804
379,-0.045006026837461376
380,-0.001596510228074705
381,0.02847206851151195
382,0.011887869601895744
383,0.04370772979758104
384,-0.09533162904048773
385,-0.06562101970157037
386,0.03432395709493183
387,-0.043615217823942905
388,-0.04669389451079737
389,0.049886937124178715
390,-0.0071634588806666205
391,-0.017737411578000465
392,-0.03496156383067193
393,-0.04011010792832951
394,-0.04379108030235972
395,-0.05476627281335553
396,-0.07500957947623171
397,-0.0443119488490329
398,-0.040087685727090656
399,-0.03686342049289257
400,-0.03166806399654695
401,0.021950937388992633
402,-0.000647523572155825
403,0.01291760462851369
404,0.03938575463420301
405,-0.031116999059949083
406,-0.03405670207340484
407,0.03328515405425914
408,-0.059834591493115576
409,-0.08051500309674811
410,0.025495854819759547
411,0.030294717708069456
412,-0.012063407884923832
414,-0.011140365617242092
415,0.024906023184124475
416,0.04389724588821322
417,-0.05391655318825592
418,-0.08425963686583529
419,0.11236464295788148
420,0.0018636756505279943
421,-0.04770818602165152
422,0.008895985146626881
423,0.029861147739106173
424,-0.04081239582854951
425,0.0014098780059529695
426,-0.026772474246231043
427,-0.011427282266892195
428,0.0003268518619091621
429,-0.06748263209006973
430,-0.08414669841807416
431,0.061105291103773274
432,-0.006411871966555103
433,0.0047530149753301654
434,0.046799265909170384
435,-0.023690938219674378
436,-0.052296123284712184
437,-0.006729234722750555
438,-0.055796845363599766
439,0.03309262117556679
440,-0.019604857316858668
441,-0.00017115915897171458
442,0.03731488569342929
443,-0.030141423475190172
444,-0.07945617871189319
445,-0.11038246396436617
446,-0.14532929217443596
447,0.07044222466225396
448,-0.08477507990290915
449,0.055349477088575884
450,-0.07184353943328363
451,-0.06541415643156119
452,0.03560065835734816
453,-0.09593347736358716
454,0.023002127215812518
455,-0.0005467985698214358
456,-0.13958363122166065
457,-0.14137440646492472
458,0.12504162429712815
459,0.022385388112548057
460,-0.04879188521577396
461,0.06933810867506109
462,-0.0895331826339894
463,-0.009719957559385217
464,-0.08772257864297076
465,-0.027623014174726707
466,-0.07930184016754988
467,0.052766410038693846
468,-0.1084317400183836
469,-0.10497175209018728
470,0.08697800575101769
471,-0.024891609148747298
472,-0.10099086597048036
473,0.05786118177008482
474,-0.11346574615083216
475,-0.03691345652763734
476,-0.003675535096472508
477,-0.03175982605585142
478,-0.026797824585834514
479,0.03746461090853652
480,-0.1262627871857085
481,-0.13355295339769113
482,0.07447699666239822
483,-0.07616643935466205
484,-0.11684402110234866
485,0.09713584186375814
486,-0.12933356972811366
487,0.003217766574801706
488,0.02332973161267495
489,0.01820629734379104
490,0.03447952017210352
491,0.037311383619213795
492,-0.091553533012891
493,-0.11307957109949489
494,0.11948966069930043
495,-0.05929780520498139
496,-0.10570365750411366
497,0.14095126616242637
498,-0.11260075232879883
499,-0.0011438825964632836
500,-0.017306300744413253
501,-0.05767861304819908
502,-0.04378139021143362
503,-0.034221828728876004
504,-0.13269251122663756
505,-0.13951529125871856
506,0.06974564034164976
507,-0.09956287699305244
508,-0.07583387429930977
509,0.05514531411776664
510,-0.0703629496456689
511,-0.016074489086696758
512,0.009258035443330323
513,0.0048829875980621685
514,0.07064531223646926
515,-0.0469695503602873
516,-0.0971692396005033
517,-0.12318639097319024
518,0.0893008461791175
519,-0.010735686023891593
520,-0.08903060421557368
521,0.06679954327011395
522,-0.06802962553735725
523,-0.007480604429257348
524,-0.07473702444660602
525,0.030587200478535536
526,0.027163572805687878
527,0.006719176135938258
528,-0.10740661288631112
529,-0.11910353154922691
530,-0.09533612052472132
531,-0.059574610660650194
532,-0.05519497062435014
533,0.07329918914454703
534,-0.071294357401937
535,-0.03406470804626381
536,-0.008017989391150266
537,-0.04449909225069074
538,-0.07460516549010493
539,-0.04577272982923773
540,-0.10148705790853525
541,-0.10780083956540092
542,0.061584177005717035
543,-0.060485839340682065
544,-0.07439343132604138
545,0.035764898686135145
546,-0.07606086533852725
547,-0.027766314901055637
548,0.01375262267516947
549,-0.04739577028682896
550,-0.024337226801934043
551,-0.04824860242829012
552,-0.1323133584500171
553,-0.12532968184550541
554,0.007213677137065708
555,-0.06459848453300439
556,-0.052132112743233594
557,0.07448862282411746
558,-0.06243546451883644
559,0.01609966603675343
560,0.01477189731695752
561,-0.052853383675383656
562,-0.0033974525620319514
563,-0.0035197737224478133
564,-0.12985084933227867
565,-0.12359760277493109
566,-0.06600175019466771
567,-0.06296301352160136
568,-0.0846172601039879
569,0.047536791517919494
570,-0.07077072500537845
571,-0.03314598749638219
572,-0.0403808014718904
573,-0.019008745173636876
574,0.006545241947443451
575,0.03230306088177968
576,-0.11059797286915887
577,-0.10349000115720486
578,0.026188297717186358
579,-0.08176703020448638
580,-0.08507357562522198
581,0.043484704099235
582,-0.050908945263475315
583,0.00292844733499101
584,0.016691649080209148
585,0.038098649105671505
586,0.012028255434569413
587,0.020250834301295813
588,-0.0335176866410469
589,-0.06915224903649667
590,0.08091957298099477
591,-0.03298198754189365
592,-0.05918902556361845
593,0.012535086945025982
594,-0.0537430924515159
595,0.02956771204404394
596,-0.036912455912448176
597,-0.038448637353437023
598,-0.04977617444894403
599,-0.026289300901036653
600,-0.11066205118518456
601,-0.1106461932324997
602,-0.11534613855660981
603,0.021060054089456177
604,-0.001057935297523899
605,0.012054055292890043
606,-0.009436462129562359
607,0.011873640830211417
608,0.018668164513694338
609,-0.022910233038373574
610,0.01744100356950516
611,0.018273764978372145
612,-0.0627826202302315
613,-0.0541050591598013
614,-0.046483167577530876
615,0.05950424648782331
