DataSet,1,2,3,4,5,6,7,8,9,10,all_FS
0201_0230_all_feature,"[0, 1, 2, 3, 4, 5, 6, 9, 10, 15, 19, 20, 22, 23, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 86, 188, 233, 308, 329, 350, 407, 415]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 20, 22, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 61, 192, 204, 227, 291, 525, 604]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 24, 25, 27, 29, 30, 31, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 72, 77, 193, 233, 502, 599]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 65, 194, 221, 263, 283, 429]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 22, 23, 24, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 71, 72, 95, 178, 191, 255, 500]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 38, 49, 50, 51, 52, 54, 55, 57, 95, 185, 193, 263, 369, 409]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 59, 72, 210, 220, 275, 354, 432]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 62, 95, 126, 158, 226, 233, 236, 334, 421, 508]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 22, 23, 25, 27, 28, 29, 30, 32, 49, 50, 51, 52, 54, 55, 58, 61, 62, 65, 189, 193, 219, 226, 236, 320]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 26, 27, 28, 29, 30, 31, 32, 49, 50, 51, 52, 55, 56, 58, 59, 83, 95, 209, 246, 336, 422, 563]","[[0, 1, 2, 3, 4, 5, 6, 9, 10, 15, 19, 20, 22, 23, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 86, 188, 233, 308, 329, 350, 407, 415], [0, 1, 2, 3, 4, 5, 6, 9, 15, 20, 22, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 61, 192, 204, 227, 291, 525, 604], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 24, 25, 27, 29, 30, 31, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 72, 77, 193, 233, 502, 599], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 65, 194, 221, 263, 283, 429], [0, 1, 2, 3, 4, 5, 6, 9, 15, 22, 23, 24, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 71, 72, 95, 178, 191, 255, 500], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 38, 49, 50, 51, 52, 54, 55, 57, 95, 185, 193, 263, 369, 409], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 59, 72, 210, 220, 275, 354, 432], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 62, 95, 126, 158, 226, 233, 236, 334, 421, 508], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 22, 23, 25, 27, 28, 29, 30, 32, 49, 50, 51, 52, 54, 55, 58, 61, 62, 65, 189, 193, 219, 226, 236, 320], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 26, 27, 28, 29, 30, 31, 32, 49, 50, 51, 52, 55, 56, 58, 59, 83, 95, 209, 246, 336, 422, 563]]"
0201_0230_all_feature_involved,"[0, 1, 2, 3, 4, 5, 6, 9, 10, 15, 19, 20, 22, 23, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 86, 188, 233, 308, 329, 350, 407, 415]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 20, 22, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 61, 192, 204, 227, 291, 525, 604]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 24, 25, 27, 29, 30, 31, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 72, 77, 193, 233, 502, 599]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 65, 194, 221, 263, 283, 429]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 22, 23, 24, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 71, 72, 95, 178, 191, 255, 500]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 38, 49, 50, 51, 52, 54, 55, 57, 95, 185, 193, 263, 369, 409]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 59, 72, 210, 220, 275, 354, 432]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 62, 95, 126, 158, 226, 233, 236, 334, 421, 508]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 22, 23, 25, 27, 28, 29, 30, 32, 49, 50, 51, 52, 54, 55, 58, 61, 62, 65, 189, 193, 219, 226, 236, 320]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 26, 27, 28, 29, 30, 31, 32, 49, 50, 51, 52, 55, 56, 58, 59, 83, 95, 209, 246, 336, 422, 563]","[[0, 1, 2, 3, 4, 5, 6, 9, 10, 15, 19, 20, 22, 23, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 86, 188, 233, 308, 329, 350, 407, 415], [0, 1, 2, 3, 4, 5, 6, 9, 15, 20, 22, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 61, 192, 204, 227, 291, 525, 604], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 24, 25, 27, 29, 30, 31, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 72, 77, 193, 233, 502, 599], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 65, 194, 221, 263, 283, 429], [0, 1, 2, 3, 4, 5, 6, 9, 15, 22, 23, 24, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 71, 72, 95, 178, 191, 255, 500], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 38, 49, 50, 51, 52, 54, 55, 57, 95, 185, 193, 263, 369, 409], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 59, 72, 210, 220, 275, 354, 432], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 62, 95, 126, 158, 226, 233, 236, 334, 421, 508], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 22, 23, 25, 27, 28, 29, 30, 32, 49, 50, 51, 52, 54, 55, 58, 61, 62, 65, 189, 193, 219, 226, 236, 320], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 26, 27, 28, 29, 30, 31, 32, 49, 50, 51, 52, 55, 56, 58, 59, 83, 95, 209, 246, 336, 422, 563]]"
1101_1130_all_feature,"[0, 1, 2, 3, 4, 5, 6, 9, 10, 15, 19, 20, 22, 23, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 86, 188, 233, 308, 329, 350, 407, 415]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 20, 22, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 61, 192, 204, 227, 291, 525, 604]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 24, 25, 27, 29, 30, 31, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 72, 77, 193, 233, 502, 599]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 65, 194, 221, 263, 283, 429]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 22, 23, 24, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 71, 72, 95, 178, 191, 255, 500]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 38, 49, 50, 51, 52, 54, 55, 57, 95, 185, 193, 263, 369, 409]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 59, 72, 210, 220, 275, 354, 432]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 62, 95, 126, 158, 226, 233, 236, 334, 421, 508]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 22, 23, 25, 27, 28, 29, 30, 32, 49, 50, 51, 52, 54, 55, 58, 61, 62, 65, 189, 193, 219, 226, 236, 320]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 26, 27, 28, 29, 30, 31, 32, 49, 50, 51, 52, 55, 56, 58, 59, 83, 95, 209, 246, 336, 422, 563]","[[0, 1, 2, 3, 4, 5, 6, 9, 10, 15, 19, 20, 22, 23, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 86, 188, 233, 308, 329, 350, 407, 415], [0, 1, 2, 3, 4, 5, 6, 9, 15, 20, 22, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 61, 192, 204, 227, 291, 525, 604], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 24, 25, 27, 29, 30, 31, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 72, 77, 193, 233, 502, 599], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 65, 194, 221, 263, 283, 429], [0, 1, 2, 3, 4, 5, 6, 9, 15, 22, 23, 24, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 71, 72, 95, 178, 191, 255, 500], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 38, 49, 50, 51, 52, 54, 55, 57, 95, 185, 193, 263, 369, 409], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 59, 72, 210, 220, 275, 354, 432], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 62, 95, 126, 158, 226, 233, 236, 334, 421, 508], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 22, 23, 25, 27, 28, 29, 30, 32, 49, 50, 51, 52, 54, 55, 58, 61, 62, 65, 189, 193, 219, 226, 236, 320], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 26, 27, 28, 29, 30, 31, 32, 49, 50, 51, 52, 55, 56, 58, 59, 83, 95, 209, 246, 336, 422, 563]]"
1101_1130_all_feature_involved,"[0, 1, 2, 3, 4, 5, 6, 9, 10, 15, 19, 20, 22, 23, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 86, 188, 233, 308, 329, 350, 407, 415]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 20, 22, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 61, 192, 204, 227, 291, 525, 604]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 24, 25, 27, 29, 30, 31, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 72, 77, 193, 233, 502, 599]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 65, 194, 221, 263, 283, 429]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 22, 23, 24, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 71, 72, 95, 178, 191, 255, 500]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 38, 49, 50, 51, 52, 54, 55, 57, 95, 185, 193, 263, 369, 409]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 59, 72, 210, 220, 275, 354, 432]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 62, 95, 126, 158, 226, 233, 236, 334, 421, 508]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 22, 23, 25, 27, 28, 29, 30, 32, 49, 50, 51, 52, 54, 55, 58, 61, 62, 65, 189, 193, 219, 226, 236, 320]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 26, 27, 28, 29, 30, 31, 32, 49, 50, 51, 52, 55, 56, 58, 59, 83, 95, 209, 246, 336, 422, 563]","[[0, 1, 2, 3, 4, 5, 6, 9, 10, 15, 19, 20, 22, 23, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 86, 188, 233, 308, 329, 350, 407, 415], [0, 1, 2, 3, 4, 5, 6, 9, 15, 20, 22, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 61, 192, 204, 227, 291, 525, 604], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 24, 25, 27, 29, 30, 31, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 72, 77, 193, 233, 502, 599], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 65, 194, 221, 263, 283, 429], [0, 1, 2, 3, 4, 5, 6, 9, 15, 22, 23, 24, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 71, 72, 95, 178, 191, 255, 500], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 38, 49, 50, 51, 52, 54, 55, 57, 95, 185, 193, 263, 369, 409], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 59, 72, 210, 220, 275, 354, 432], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 62, 95, 126, 158, 226, 233, 236, 334, 421, 508], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 22, 23, 25, 27, 28, 29, 30, 32, 49, 50, 51, 52, 54, 55, 58, 61, 62, 65, 189, 193, 219, 226, 236, 320], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 26, 27, 28, 29, 30, 31, 32, 49, 50, 51, 52, 55, 56, 58, 59, 83, 95, 209, 246, 336, 422, 563]]"
1115_1215_all_feature,"[0, 1, 2, 3, 4, 5, 6, 9, 10, 15, 19, 20, 22, 23, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 86, 188, 233, 308, 329, 350, 407, 415]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 20, 22, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 61, 192, 204, 227, 291, 525, 604]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 24, 25, 27, 29, 30, 31, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 72, 77, 193, 233, 502, 599]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 65, 194, 221, 263, 283, 429]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 22, 23, 24, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 71, 72, 95, 178, 191, 255, 500]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 38, 49, 50, 51, 52, 54, 55, 57, 95, 185, 193, 263, 369, 409]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 59, 72, 210, 220, 275, 354, 432]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 62, 95, 126, 158, 226, 233, 236, 334, 421, 508]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 22, 23, 25, 27, 28, 29, 30, 32, 49, 50, 51, 52, 54, 55, 58, 61, 62, 65, 189, 193, 219, 226, 236, 320]","[0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 26, 27, 28, 29, 30, 31, 32, 49, 50, 51, 52, 55, 56, 58, 59, 83, 95, 209, 246, 336, 422, 563]","[[0, 1, 2, 3, 4, 5, 6, 9, 10, 15, 19, 20, 22, 23, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 86, 188, 233, 308, 329, 350, 407, 415], [0, 1, 2, 3, 4, 5, 6, 9, 15, 20, 22, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 61, 192, 204, 227, 291, 525, 604], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 24, 25, 27, 29, 30, 31, 32, 49, 50, 51, 52, 54, 55, 57, 58, 59, 72, 77, 193, 233, 502, 599], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 65, 194, 221, 263, 283, 429], [0, 1, 2, 3, 4, 5, 6, 9, 15, 22, 23, 24, 25, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 57, 58, 71, 72, 95, 178, 191, 255, 500], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 32, 38, 49, 50, 51, 52, 54, 55, 57, 95, 185, 193, 263, 369, 409], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 55, 56, 57, 58, 59, 72, 210, 220, 275, 354, 432], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 23, 25, 26, 27, 29, 30, 32, 49, 50, 51, 52, 54, 55, 62, 95, 126, 158, 226, 233, 236, 334, 421, 508], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 22, 23, 25, 27, 28, 29, 30, 32, 49, 50, 51, 52, 54, 55, 58, 61, 62, 65, 189, 193, 219, 226, 236, 320], [0, 1, 2, 3, 4, 5, 6, 9, 15, 19, 20, 21, 26, 27, 28, 29, 30, 31, 32, 49, 50, 51, 52, 55, 56, 58, 59, 83, 95, 209, 246, 336, 422, 563]]"
